336.35,3.79,61.96,3.72,8.12,-7.08,2,2,3,99,6,4,0,5,6,1,-9,0,407,462,2,0
360.38,4.98,63.83,4.98,18.54,3.95,4,2,3,98,3,2,0,2,2,1,-7,4,504,580,2.1,0
324.38,4.6,62.04,4.59,9.51,4.18,2,3,2,101,5,4,0,4,4,1,-8,1,433,501,2.3,0
276.3,1.41,61.36,-2.65,3.09,5.51,3,3,9,84,4,2,0,2,4,1,-5,0,331,404,3.33,0
309.37,5.42,36.02,5.42,9.51,-5.51,1,2,2,97,5,4,0,4,4,1,-8,1,419,492,3.6,0
309.33,3.93,96.74,3.93,11.67,1.43,5,2,1,87,3,1,0,0,0,2,-6,4,433,532,4.17,0
466.61,2.83,92.19,2.8,8.14,7.35,9,1,16,127,5,1,0,0,0,3,-4,7,689,764,4.2,0
210.24,2.27,44.89,2.27,11.29,-2.07,1,2,4,64,3,1,0,0,2,1,-4,1,270,366,4.9,0
448.35,4.56,82.54,3.24,13.91,8.7,7,3,10,120,3,2,0,0,0,1,-6,9,608,722,5,0
327.34,2.9,77.75,2.9,9.71,-4.88,2,3,4,94,5,2,0,4,4,2,-6,2,400,454,5.81,0
270.31,1.71,59.06,1.71,10.86,0.05,4,1,11,75,3,2,0,0,2,1,-4,2,327,446,6,0
354.45,5.03,36.1,5.03,16.16,-1.07,1,1,3,110,4,3,0,2,2,1,-7,5,530,598,6.2,0
288.3,1.85,59.06,1.85,10.93,0.05,4,1,11,75,3,2,0,0,2,1,-5,2,334,454,6.3,0
227.22,2.1,67.26,-0.96,3.91,2.45,4,1,6,61,2,1,0,0,0,1,-3,3,298,407,6.7,0
225.26,0.77,69.1,0.77,16.4,5.15,4,1,6,66,3,0,0,2,2,3,-3,1,309,412,8,0
480.64,2.96,92.19,2.93,8.14,7.35,9,1,15,132,5,1,0,0,0,3,-4,7,720,806,9.2,0
353.38,3.38,56.03,3.29,8.04,-7.14,2,1,4,103,6,3,0,5,6,2,-6,0,454,494,10,0
368.48,5.54,36.1,5.54,16.16,-1.07,1,1,3,115,4,3,0,2,2,1,-8,5,562,640,11,0
269.27,4.11,37.81,4.11,18.65,1.12,3,1,3,68,2,1,0,2,2,1,-5,3,382,456,14.3,0
215.3,3.04,37.81,3.03,19.61,5.82,3,1,3,67,2,1,0,2,2,1,-3,2,364,448,16.8,0
369.47,3.21,100.78,3.21,11.31,3.79,7,3,5,107,3,0,0,2,2,3,-5,7,582,653,18,0
365.48,5.44,20.31,5.44,18.17,-1.13,1,0,2,115,5,4,2,0,3,0,-8,2,536,587,21,0
366.46,5.22,36.1,5.22,15.37,-1.3,1,1,2,113,5,3,0,2,3,1,-8,2,535,621,25,0
358.42,4.95,44.89,4.95,15.4,-0.96,1,2,3,105,4,3,0,2,2,1,-7,5,501,548,38,0
308.39,3.18,68,3.18,15.09,3,5,1,5,102,4,1,0,2,2,3,-5,6,466,525,40,0
321.26,1.97,72.18,1.97,10.09,5.11,4,1,5,77,3,0,0,2,2,3,-5,3,390,516,40,0
326.78,4.92,61.36,4.92,9.69,-4.48,2,3,3,94,3,3,0,2,2,0,-6,2,429,425,44,0
290.32,2.93,53.17,2.93,12.24,-4.32,2,1,4,84,4,2,0,2,4,1,-6,2,394,441,122,0
253.27,1.11,129.62,1.11,15.88,1.86,7,3,6,75,3,1,0,2,2,2,-4,1,320,414,210,0
323.4,5.57,25.02,5.57,14.78,-4.83,1,1,2,101,5,4,0,4,4,1,-9,2,455,547,309,0
262.22,0.47,93.73,-1.23,5.49,-4.74,5,2,10,61,3,1,0,0,2,0,-3,2,324,373,350,0
218.26,3.25,28.68,3.25,14.71,2.13,1,1,3,67,4,2,0,4,4,2,-5,0,293,379,442,0
275.7,2.69,99.94,2.68,15.59,5.53,6,2,6,75,3,1,0,0,2,1,-5,1,320,431,450,0
275.7,2.69,99.94,2.68,15.59,5.53,6,2,6,75,3,1,0,0,2,1,-5,1,320,431,450,0
